"Water Control Zone","Station","Dates","Sample No","Depth","Volatile Suspended Solids (mg/L)","Unionised Ammonia (mg/L)","Turbidity (NTU)","Total Phosphorus (mg/L)","Total Nitrogen (mg/L)","Total Kjeldahl Nitrogen (mg/L)","Total Inorganic Nitrogen (mg/L)","Temperature (°C)","Suspended Solids (mg/L)","Silica (mg/L)","Secchi Disc Depth (M)","Salinity (psu)","Phaeo-pigments (μg/L)","pH","Orthophosphate Phosphorus (mg/L)","Nitrite Nitrogen (mg/L)","Nitrate Nitrogen (mg/L)","Faecal Coliforms (cfu/100mL)","E. coli (cfu/100mL)","Dissolved Oxygen (mg/L)","Dissolved Oxygen (%saturation)","Chlorophyll-a (μg/L)","Ammonia Nitrogen (mg/L)","5-day Biochemical Oxygen Demand (mg/L)"
"Tolo Harbour and Channel","TM3","2018-07-09","1","Bottom Water","2.4","<0.001","1","<0.02","0.43","0.43","<0.01","27.4","8.6","<0.05","2.5","31.7","1.6","8","0.006","<0.002","<0.002","2","1","5.5","83","4.6","<0.005","1"
"Tolo Harbour and Channel","TM3","2018-08-17","1","Surface Water","3.7","0.009","1.6","<0.02","0.39","0.27","0.17","28.7","4.9","1.6","2","20.6","7.7","8.6","0.017","0.009","0.11","2100","500","9.1","131","28","0.048","3.7"
"Tolo Harbour and Channel","TM3","2018-08-17","1","Middle Water","1.2","0.004","0.4","<0.02","0.13","0.13","0.04","29.6","1.4","0.12","2","29.2","1.7","8.3","0.005","<0.002","<0.002","19","8","8.7","135","1.9","0.032","1.1"
"Tolo Harbour and Channel","TM3","2018-08-17","1","Bottom Water","1.2","0.002","0.1","<0.02","0.14","0.14","0.03","29.6","1.5","0.22","2","30.7","1","8.1","0.006","<0.002","<0.002","5","<1","5","77","1.3","0.025","0.9"
"Tolo Harbour and Channel","TM3","2018-09-19","1","Surface Water","2.4","0.007","1.3","<0.02","0.38","0.36","0.06","28.9","3.5","0.69","3","22.6","4","8.6","0.007","0.003","0.018","1300","280","7.7","114","14","0.036","1.6"
"Tolo Harbour and Channel","TM3","2018-09-19","1","Middle Water","1.1","0.005","0.8","0.02","0.31","0.3","0.05","28.2","1.6","0.4","3","24.7","3.7","8.4","0.006","<0.002","0.008","100","24","6.8","99","8.4","0.038","0.6"
"Tolo Harbour and Channel","TM3","2018-09-19","1","Bottom Water","1.7","0.006","0.4","<0.02","0.29","0.29","0.07","27.6","2.7","0.68","3","28.3","0.4","8.3","0.011","<0.002","<0.002","530","80","6.2","93","1.1","0.065","0.1"
"Tolo Harbour and Channel","TM3","2018-10-05","1","Surface Water","2.8","0.003","0.4","0.02","0.26","0.26","0.03","27.9","7.9","0.5","3","28.9","1.3","8.4","0.003","<0.002","<0.002","<1","<1","6.4","96","3.2","0.026","1.6"
"Tolo Harbour and Channel","TM3","2018-10-05","1","Middle Water","2.8","0.002","0.5","0.03","0.25","0.24","0.02","28.2","9.2","0.37","3","28.9","1.4","8.3","0.004","0.003","<0.002","67","17","6.3","95","3.2","0.016","1.2"
"Tolo Harbour and Channel","TM3","2018-10-05","1","Bottom Water","2.2","0.002","0.9","0.03","0.33","0.26","0.11","28.1","8","0.57","3","30.4","2.2","8","0.004","0.042","0.028","23","12","6.4","97","8","0.037","1.5"
"Tolo Harbour and Channel","TM3","2018-11-05","1","Surface Water","1.4","<0.001","0.8","0.02","0.36","0.36","0.02","24.5","2","0.55","3","31","3.2","8","0.005","<0.002","<0.002","25","2","6.3","91","12","0.017","1.5"
"Tolo Harbour and Channel","TM3","2018-11-05","1","Middle Water","2.1","<0.001","0.8","<0.02","0.28","0.28","<0.01","24.5","2.4","0.47","3","31.1","2.9","7.9","0.007","<0.002","<0.002","12","3","6.1","88","8.7","<0.005","1.5"
"Tolo Harbour and Channel","TM3","2018-11-05","1","Bottom Water","2","<0.001","1.1","<0.02","0.27","0.27","0.02","24.5","8.7","0.49","3","31.7","2.5","7.9","0.007","<0.002","<0.002","8","<1","6.3","90","6.5","0.02","0.8"
"Tolo Harbour and Channel","TM3","2018-12-07","1","Surface Water","1.9","0.003","0.7","0.03","0.38","0.37","0.05","23.3","3.3","0.56","2","30.3","1.9","8.2","0.004","<0.002","0.005","150","90","7.7","108","11","0.047","2.3"
"Tolo Harbour and Channel","TM3","2018-12-07","1","Middle Water","1.9","0.001","0.9","0.02","0.44","0.44","0.03","23.7","3.1","0.49","2","30.6","2.3","8.2","<0.002","<0.002","<0.002","24","10","7","99","9.6","0.023","2.2"
"Tolo Harbour and Channel","TM3","2018-12-07","1","Bottom Water","1.2","<0.001","0.7","0.02","0.32","0.3","0.04","23.9","4","1.1","2","31","1.3","7.9","0.005","0.019","<0.002","15","4","7","100","4.9","0.02","1.2"
"Tolo Harbour and Channel","TM3","2019-01-03","1","Surface Water","1.2","<0.001","1.1","<0.02","0.22","0.22","0.04","18.3","2.8","0.56","3","32.6","2.3","8","0.004","<0.002","<0.002","140","89","6.5","84","3.5","0.032","0.9"
"Tolo Harbour and Channel","TM3","2019-01-03","1","Middle Water","1","0.001","1","<0.02","0.22","0.22","0.04","18.7","2.6","0.55","3","32.7","1.1","8","0.004","<0.002","<0.002","160","82","7.3","95","3.9","0.04","0.8"
"Tolo Harbour and Channel","TM3","2019-01-03","1","Bottom Water","0.8","0.001","1.1","0.02","0.1","0.1","0.04","18.7","2.5","0.52","3","32.8","1.6","8","0.015","<0.002","<0.002","150","84","7.3","95","4.6","0.035","0.9"
"Tolo Harbour and Channel","TM3","2019-02-14","1","Surface Water","2.9","0.002","0.3","0.03","0.41","0.39","0.06","21.3","7.9","1.2","3.3","31.7","1.1","8.1","<0.002","<0.002","0.015","<1","<1","7.3","99","1.3","0.043","1.5"
"Tolo Harbour and Channel","TM3","2019-02-14","1","Middle Water","2.7","0.002","0.3","0.02","0.53","0.52","0.06","20.7","7.7","1.2","3.3","31.7","0.8","8.1","<0.002","<0.002","0.008","1","<1","8.4","113","1.4","0.049","1.6"
"Tolo Harbour and Channel","TM3","2019-02-14","1","Bottom Water","2.7","0.002","0.4","<0.02","0.61","0.6","0.07","20.6","7.8","1.2","3.3","31.9","1.3","8.1","<0.002","<0.002","0.012","2","<1","7.8","104","1.3","0.051","1.3"
"Tolo Harbour and Channel","TM3","2019-03-18","1","Surface Water","1.9","<0.001","0.6","<0.02","0.82","0.81","0.01","20.5","2.6","0.33","2.4","30.2","3.1","8","<0.002","<0.002","0.004","7","4","7.1","94","9.3","<0.005","1.9"
"Tolo Harbour and Channel","TM3","2019-03-18","1","Middle Water","2.1","<0.001","0.5","<0.02","0.43","0.43","0.01","20.5","2.5","0.31","2.4","30.2","3","8","<0.002","<0.002","<0.002","52","7","6.8","91","8.7","0.01","1.9"
"Tolo Harbour and Channel","TM3","2019-03-18","1","Bottom Water","1.1","<0.001","0.4","<0.02","0.34","0.33","0.02","20.4","3.8","0.6","2.4","30.6","3.3","7.9","<0.002","<0.002","0.004","25","5","7.4","99","7.5","0.017","1.1"
"Tolo Harbour and Channel","TM3","2019-04-01","1","Surface Water","1.5","<0.001","1.2","<0.02","0.24","0.23","0.04","21.6","2.4","0.94","2.6","31.3","5","8","<0.002","<0.002","0.012","3","1","4.3","58","16","0.021","<0.1"
"Tolo Harbour and Channel","TM3","2019-04-01","1","Middle Water","0.7","<0.001","1.2","<0.02","0.46","0.45","0.03","21.7","0.9","0.95","2.6","31.4","2.7","8","<0.002","<0.002","0.009","7","5","5.6","76","14","0.022","<0.1"
"Tolo Harbour and Channel","TM3","2019-04-01","1","Bottom Water","1.8","<0.001","0.7","0.02","0.37","0.37","0.02","21.7","2.9","1.1","2.6","31.6","4.9","8","0.006","<0.002","<0.002","3","1","5.9","80","14","0.02","<0.1"
"Tolo Harbour and Channel","TM3","2019-05-02","1","Surface Water","1.3","<0.001","0.4","0.02","0.45","0.45","0.04","25.2","1.6","0.26","3","30.8","4","7.8","0.005","<0.002","0.002","19","2","6.2","89","2","0.038","0.9"
"Tolo Harbour and Channel","TM3","2019-05-02","1","Middle Water","3.9","<0.001","0.4","<0.02","0.28","0.26","0.04","25.7","13","0.28","3","30.8","0.2","7.8","0.005","<0.002","0.013","13","1","5.3","77","6.1","0.024","0.9"
"Tolo Harbour and Channel","TM3","2019-05-02","1","Bottom Water","4","<0.001","0.3","<0.02","0.27","0.25","0.06","25.6","11","0.46","3","31","0.2","7.7","0.008","0.002","0.019","10","2","5.4","79","4","0.04","0.7"
"Tolo Harbour and Channel","TM3","2019-06-28","1","Surface Water","1.9","<0.001","0.8","0.02","1.11","1.1","0.02","28.3","4.6","0.61","2.4","30.8","1.7","7.7","<0.002","0.003","<0.002","3","2","5.7","86","7.5","0.016","1.7"
"Tolo Harbour and Channel","TM3","2019-06-28","1","Middle Water","2.3","<0.001","0.7","<0.02","0.33","0.3","0.05","27.8","4.8","0.72","2.4","31.4","2.4","7.6","0.006","0.013","0.014","2","2","4.4","67","8.3","0.019","1.7"
"Tolo Harbour and Channel","TM3","2019-06-28","1","Bottom Water","1.6","<0.001","0.7","<0.02","0.39","0.37","0.03","27","2.8","0.71","2.4","32.3","2.1","7.5","<0.002","0.007","0.011","4","1","4.2","63","6.4","0.012","1.3"
"Tolo Harbour and Channel","TM3","2019-07-11","1","Surface Water","0.7","0.011","12.6","<0.02","0.23","0.17","0.1","32.1","1.8","1.2","2.4","24.6","1.2","8.8","0.007","0.015","0.046","55","13","6.1","96","2.6","0.034","0.7"
"Tolo Harbour and Channel","TM3","2019-07-11","1","Middle Water","1.2","0.009","12.6","0.02","0.25","0.23","0.06","31.6","2.1","0.98","2.4","25.1","1.2","8.6","<0.002","0.004","0.017","35","8","4.3","67","4.7","0.036","1"
"Tolo Harbour and Channel","TM3","2019-07-11","1","Bottom Water","0.8","0.013","7","0.06","0.25","0.14","0.19","30.4","2.6","2","2.4","26.5","0.7","8.4","0.04","0.014","0.096","430","72","4.2","65","2.4","0.083","0.3"
"Tolo Harbour and Channel","TM3","2019-08-21","1","Surface Water","1.6","0.006","10.2","0.02","0.34","0.34","0.05","29.6","1.9","0.13","2.8","31.2","0.7","8.4","<0.002","<0.002","<0.002","1","<1","6.8","101","5.3","0.041","2"
"Tolo Harbour and Channel","TM3","2019-08-21","1","Middle Water","2.3","0.005","10.2","0.03","0.18","0.17","0.05","29","2.6","0.67","2.8","31.6","3.3","8.4","<0.002","<0.002","0.012","1","1","7.7","119","20","0.038","1.8"
"Tolo Harbour and Channel","TM3","2019-08-21","1","Bottom Water","2.6","0.002","10.7","0.21","0.19","0.16","0.07","25.8","3.4","1.2","2.8","33.7","4.9","8","<0.002","0.003","0.027","1","<1","4.2","62","27","0.044","1.8"
"Tolo Harbour and Channel","TM3","2019-09-20","1","Surface Water","3.3","0.003","3.2","0.03","0.34","0.34","0.02","31.3","8.8","0.84","2.4","27.6","<0.2","8.4","0.006","0.002","<0.002","110","34","5.9","93","2.4","0.02","2"
"Tolo Harbour and Channel","TM3","2019-09-20","1","Middle Water","4.1","0.002","2.6","0.02","0.34","0.33","0.02","31.1","12","0.61","2.4","28.6","<0.2","8.4","0.004","<0.002","0.003","6","<1","6.6","104","2","0.015","1"
"Tolo Harbour and Channel","TM3","2019-09-20","1","Bottom Water","2","0.004","2.3","0.03","0.45","0.45","0.04","30.3","6.7","<0.05","2.4","30.5","<0.2","8.3","<0.002","<0.002","<0.002","10","2","6.7","106","1.5","0.034","0.9"
"Tolo Harbour and Channel","TM3","2019-10-23","1","Surface Water","3.5","<0.001","2.4","0.03","0.51","0.51","0.01","28.5","10","0.3","2.2","30.5","0.9","8.2","0.002","<0.002","<0.002","40","4","6.7","102","5.3","0.006","3.5"
"Tolo Harbour and Channel","TM3","2019-10-23","1","Middle Water","3.3","<0.001","2","0.03","0.56","0.56","0.02","28.5","11","0.32","2.2","30.5","0.9","8.2","<0.002","<0.002","<0.002","5","1","7.5","115","5.1","0.012","3.3"
"Tolo Harbour and Channel","TM3","2019-10-23","1","Bottom Water","3.3","<0.001","1.9","0.07","0.44","0.44","0.02","29.2","13","0.45","2.2","32.3","0.8","7.7","0.005","<0.002","<0.002","19","6","6.2","96","5.8","0.011","2.5"
"Tolo Harbour and Channel","TM3","2019-11-25","1","Surface Water","1.5","0.001","1.6","0.02","0.44","0.44","0.03","25.2","2.2","0.2","2.8","32.1","1.9","8.1","0.004","<0.002","<0.002","21","3","8.1","117","6","0.022","2.3"
"Tolo Harbour and Channel","TM3","2019-11-25","1","Middle Water","1.7","0.001","1.6","0.03","0.32","0.32","0.02","25.2","2.6","0.26","2.8","32.1","2","8.1","0.004","<0.002","<0.002","2","1","8.4","123","4.2","0.02","1.8"
"Tolo Harbour and Channel","TM3","2019-11-25","1","Bottom Water","1.7","0.001","2.3","0.03","0.41","0.41","0.04","24.9","3.9","0.75","2.8","32.8","3.6","7.9","0.006","<0.002","<0.002","1","<1","6.5","95","13","0.036","1.3"
"Tolo Harbour and Channel","TM3","2019-12-05","1","Surface Water","2.8","0.002","3.5","<0.02","0.5","0.49","0.06","21.6","13","1","2","32.6","1.6","8.1","0.005","0.003","<0.002","27","5","6.2","85","6.4","0.052","1.4"
"Tolo Harbour and Channel","TM3","2019-12-05","1","Middle Water","3.8","0.002","2.5","<0.02","0.39","0.39","0.05","21.6","20","1","2","32.6","1.6","8.1","0.004","0.002","<0.002","27","8","6.3","86","5.7","0.045","1.3"
"Tolo Harbour and Channel","TM3","2019-12-05","1","Bottom Water","3.8","0.002","2.6","0.03","0.53","0.53","0.04","21.6","18","1.1","2","32.6","1.6","8.1","0.003","<0.002","<0.002","24","4","6.2","85","5.5","0.038","1.4"
"Tolo Harbour and Channel","TM3","2020-01-16","1","Surface Water","1.7","0.003","1.8","0.02","0.41","0.41","0.07","20.5","4.9","1.3","2.1","32.4","1.1","8.3","0.004","0.002","<0.002","12","1","6.3","84","4.2","0.062","1.3"
"Tolo Harbour and Channel","TM3","2020-01-16","1","Middle Water","1.7","0.003","1.9","0.06","0.46","0.45","0.06","20.5","5","1.3","2.1","32.4","1.4","8.3","0.005","<0.002","0.004","19","3","6.6","89","2.8","0.052","1.4"
"Tolo Harbour and Channel","TM3","2020-01-16","1","Bottom Water","4.1","0.002","1.9","0.04","0.44","0.44","0.05","20.4","17","1.3","2.1","32.4","1.8","8.3","0.003","0.002","<0.002","25","6","6.9","93","3.2","0.042","1.2"
"Tolo Harbour and Channel","TM3","2020-02-26","1","Surface Water","4.8","0.004","0.9","0.03","0.67","0.65","0.08","21.4","16","1.1","2","31.6","1.4","8.4","0.003","0.003","0.017","50","10","7.2","98","5.4","0.059","1.8"
"Tolo Harbour and Channel","TM3","2020-02-26","1","Middle Water","1.8","0.002","0.6","0.02","0.66","0.66","0.03","20.4","9.9","0.87","2","31.7","1.4","8.4","0.004","<0.002","<0.002","3","<1","7.2","96","2.4","0.027","1.1"
"Tolo Harbour and Channel","TM3","2020-02-26","1","Bottom Water","3","0.002","0.7","0.02","0.71","0.71","0.04","18.8","19","0.63","2","32.3","1.6","8.3","0.005","<0.002","<0.002","<1","<1","6.3","82","2.2","0.034","0.9"
"Tolo Harbour and Channel","TM3","2020-03-05","1","Surface Water","2.4","0.002","1.7","<0.02","0.42","0.38","0.09","20.3","8.6","0.64","2.7","30.9","1.7","8.1","0.003","0.005","0.035","860","160","6.5","87","11","0.051","2.6"
"Tolo Harbour and Channel","TM3","2020-03-05","1","Middle Water","1.4","0.001","0.7","<0.02","1.01","1","0.03","20.5","6.4","0.52","2.7","31.6","0.9","8.1","0.004","<0.002","0.004","79","21","7","94","6","0.027","1.7"
"Tolo Harbour and Channel","TM3","2020-03-05","1","Bottom Water","1.6","0.001","0.6","<0.02","0.86","0.85","0.04","20.4","7.7","0.67","2.7","31.8","2","8.1","0.004","0.003","<0.002","44","8","6.7","89","2.4","0.032","0.5"
"Tolo Harbour and Channel","TM3","2020-04-29","1","Surface Water","0.9","<0.001","3","<0.02","0.35","0.34","0.04","24.5","1.5","0.69","3.2","32","3.4","7.6","0.008","0.003","0.003","<1","<1","6.2","89","3","0.035","1.3"
"Tolo Harbour and Channel","TM3","2020-04-29","1","Middle Water","0.9","<0.001","1.5","<0.02","0.29","0.28","0.04","24.4","1.7","0.7","3.2","32.1","1.7","7.6","0.006","0.003","<0.002","<1","<1","6.8","98","4.5","0.036","1.4"
"Tolo Harbour and Channel","TM3","2020-04-29","1","Bottom Water","<0.5","<0.001","1.3","<0.02","0.4","0.39","0.03","23.9","0.9","0.71","3.2","32.2","1.8","7.6","0.011","0.003","<0.002","1","<1","6.3","90","4.9","0.029","1.2"
"Tolo Harbour and Channel","TM3","2020-05-06","1","Surface Water","0.7","0.002","1.3","<0.02","0.32","0.3","0.08","26.4","0.8","0.6","2.8","32.6","1.5","7.8","0.004","0.004","0.014","5","3","6.2","93","2.8","0.059","1.2"
"Tolo Harbour and Channel","TM3","2020-05-06","1","Middle Water","1","<0.001","1","<0.02","0.41","0.41","0.03","25.4","2.1","0.55","2.8","33","1.7","7.8","0.006","0.002","<0.002","8","<1","5.8","85","3.3","0.028","1.2"
"Tolo Harbour and Channel","TM3","2020-05-06","1","Bottom Water","0.7","0.001","1.7","<0.02","0.28","0.28","0.05","23.9","1.2","0.77","2.8","33.3","1.1","7.8","0.009","0.002","<0.002","8","<1","5.9","85","1","0.046","1.1"
"Tolo Harbour and Channel","TM3","2020-06-18","1","Surface Water","4.7","0.002","4.2","<0.02","0.61","0.61","0.02","30.5","15","0.06","1.8","26.6","3.4","8.3","0.006","<0.002","<0.002","57","19","6","93","11","0.017","3.3"
"Tolo Harbour and Channel","TM3","2020-06-18","1","Middle Water","3.7","0.002","1","<0.02","0.87","0.87","0.03","29.3","14","0.17","1.8","29.2","2.2","8.1","<0.002","<0.002","<0.002","31","10","7.1","110","7.9","0.029","2.3"
"Tolo Harbour and Channel","TM3","2020-06-18","1","Bottom Water","2.8","0.001","1.8","<0.02","1.1","1.1","0.04","28.5","10","0.21","1.8","30.3","1.6","7.8","<0.002","<0.002","0.002","47","9","7.2","110","7.5","0.031","2.3"
"Tolo Harbour and Channel","TM3","2020-07-22","1","Surface Water","3.8","0.002","2.8","0.04","0.89","0.88","0.04","29.1","13","1.1","2.4","33.3","1.9","8","0.016","<0.002","0.003","1400","230","6.3","98","7.6","0.037","2.2"
"Tolo Harbour and Channel","TM3","2020-07-22","1","Middle Water","3.7","0.002","2.5","0.06","0.44","0.44","0.04","29","12","1.1","2.4","33.7","0.6","8","0.011","<0.002","<0.002","1000","210","6","94","4.9","0.036","1.7"
"Tolo Harbour and Channel","TM3","2020-07-22","1","Bottom Water","5","0.002","2.5","0.07","0.88","0.87","0.03","28.2","12","1.1","2.4","34.1","0.7","8.1","0.015","<0.002","0.003","430","93","6.1","94","4.3","0.026","1.6"
"Tolo Harbour and Channel","TM3","2020-08-26","1","Surface Water","1.1","0.001","3","0.05","0.45","0.45","0.02","29.6","1.4","0.7","2.4","30.9","1.4","8","0.005","<0.002","<0.002","200","29","6.5","102","4.4","0.018","1.8"
"Tolo Harbour and Channel","TM3","2020-08-26","1","Middle Water","1","0.001","2.2","0.06","0.73","0.73","0.03","29.3","2","0.64","2.4","31.1","0.9","8","0.005","<0.002","<0.002","330","71","5.2","80","4.7","0.022","1.5"
"Tolo Harbour and Channel","TM3","2020-08-26","1","Bottom Water","1.2","0.001","2.3","0.06","0.63","0.62","0.03","28.5","2.2","0.72","2.4","31.5","2.5","7.9","0.009","0.003","0.003","80","20","5","76","5.3","0.026","1.6"
"Tolo Harbour and Channel","TM3","2020-09-16","1","Surface Water","4.4","0.003","8.2","0.05","0.4","0.32","0.1","29.4","14","1.9","1.5","20.6","1.7","8.3","0.015","0.006","0.07","13000","2600","7.4","108","18","0.023","2.9"
"Tolo Harbour and Channel","TM3","2020-09-16","1","Middle Water","4.1","0.002","3.7","0.04","0.3","0.25","0.07","29.5","15","1.5","1.5","23.9","1.8","8.2","0.012","0.004","0.047","12000","3300","6.4","95","16","0.023","2.8"
"Tolo Harbour and Channel","TM3","2020-09-16","1","Bottom Water","4.4","<0.001","2.7","0.05","0.21","0.18","0.04","29.7","13","0.73","1.5","30.3","2","8","0.006","<0.002","0.023","13000","2300","6.2","96","13","0.014","1.9"
"Tolo Harbour and Channel","TM3","2020-10-16","1","Surface Water","1.6","0.007","2.8","0.05","0.64","0.56","0.2","27","2.1","2.8","2.3","27","1.3","8.1","0.008","0.006","0.071","74","3","6.2","91","2.8","0.12","1.7"
"Tolo Harbour and Channel","TM3","2020-10-16","1","Middle Water","1.2","0.006","2.4","0.04","0.43","0.39","0.14","27.1","1.2","2","2.3","27.7","1.6","8.1","0.007","0.004","0.04","35","4","5.9","86","1.5","0.098","1.4"
"Tolo Harbour and Channel","TM3","2020-10-16","1","Bottom Water","1","0.004","2.6","0.04","0.56","0.52","0.14","28","2.1","1.6","2.3","31","1.2","7.9","0.006","0.008","0.036","35","4","3.8","58","1.9","0.098","1"
"Tolo Harbour and Channel","TM3","2020-11-13","1","Surface Water","5.7","0.001","3","0.03","0.86","0.85","0.02","24.6","21","0.13","1.7","30.8","2.1","8.2","0.002","<0.002","0.003","520","90","8","114","7.6","0.018","3.2"
"Tolo Harbour and Channel","TM3","2020-11-13","1","Middle Water","4.4","<0.001","2.8","0.03","0.94","0.93","0.01","24.7","20","0.12","1.7","31.3","<0.2","8.1","0.004","<0.002","0.003","440","76","9","129","9.4","0.008","3.2"
"Tolo Harbour and Channel","TM3","2020-11-13","1","Bottom Water","4","<0.001","2.7","0.05","0.51","0.5","0.01","25.4","17","0.22","1.7","32.8","0.7","7.8","0.003","0.003","<0.002","300","28","4.7","69","6.5","0.006","2.2"
"Tolo Harbour and Channel","TM3","2020-12-10","1","Surface Water","0.6","0.002","3.5","0.05","0.33","0.3","0.16","21.8","1.4","0.53","2.2","32.1","1.2","7.7","0.004","0.003","0.029","370","200","6.5","89","6.5","0.13","1.3"
"Tolo Harbour and Channel","TM3","2020-12-10","1","Middle Water","1","0.002","3.1","0.05","0.51","0.5","0.12","21.7","1.9","0.27","2.2","32.3","1.5","7.8","0.003","0.003","0.003","220","46","6.4","88","8.3","0.11","1.6"
"Tolo Harbour and Channel","TM3","2020-12-10","1","Bottom Water","1","0.003","2.9","0.05","0.6","0.59","0.15","21.6","2","0.4","2.2","32.5","11","7.7","0.002","0.002","0.006","240","130","6.2","85","<0.2","0.14","1.6"
"Tolo Harbour and Channel","TM3","2021-01-27","1","Surface Water","<0.5","0.001","3.8","0.04","0.64","0.63","0.06","18.9","<0.5","0.38","5","31.3","<0.2","8","0.003","0.004","0.005","7","<1","5.6","73","1.3","0.047","0.8"
"Tolo Harbour and Channel","TM3","2021-01-27","1","Middle Water","<0.5","0.002","2.3","0.04","0.71","0.7","0.07","18.8","0.6","0.37","5","31.3","<0.2","8","0.003","0.003","0.006","24","<1","5.8","75","6.1","0.063","2.1"
"Tolo Harbour and Channel","TM3","2021-01-27","1","Bottom Water","<0.5","0.001","3.2","0.04","0.37","0.36","0.08","18","<0.5","0.46","5","31.5","<0.2","7.9","<0.002","0.006","<0.002","14","<1","6.1","78","4.5","0.067","1.5"
"Tolo Harbour and Channel","TM3","2021-02-04","1","Surface Water","1.8","<0.001","4.2","0.04","0.69","0.67","0.06","20.2","9.1","0.78","2.3","31","0.7","7.8","0.004","0.008","0.013","42","21","5.5","73","8","0.039","1.3"
"Tolo Harbour and Channel","TM3","2021-02-04","1","Middle Water","1.6","<0.001","2.6","0.05","0.88","0.87","0.05","19.2","8.8","0.85","2.3","31.4","0.6","7.8","<0.002","0.008","<0.002","24","16","5.7","75","7","0.036","1.9"
"Tolo Harbour and Channel","TM3","2021-02-04","1","Bottom Water","1.3","<0.001","2.2","0.04","0.77","0.76","0.04","18.6","3.3","0.83","2.3","31.5","<0.2","7.8","0.002","0.002","0.011","20","7","5.9","75","5.4","0.028","1.6"
"Tolo Harbour and Channel","TM3","2021-03-17","1","Surface Water","2","0.007","4.5","0.05","0.5","0.46","0.22","24.3","2.3","1.2","1.9","30.5","2.1","8","0.003","<0.002","0.042","63","12","5.3","76","9.6","0.18","2.4"
"Tolo Harbour and Channel","TM3","2021-03-17","1","Middle Water","1.2","0.004","2.6","0.04","0.21","0.18","0.15","22.9","1.8","1.3","1.9","31.1","1.2","7.9","0.004","0.003","0.029","51","22","5.7","80","9.5","0.12","1.9"
"Tolo Harbour and Channel","TM3","2021-03-17","1","Bottom Water","1.4","0.002","2.5","0.04","0.27","0.25","0.1","21.2","1.4","1.6","1.9","31.7","2.1","7.8","0.004","<0.002","0.019","11","2","6.3","85","7.1","0.076","1.9"
"Tolo Harbour and Channel","TM3","2021-04-23","1","Surface Water","0.8","0.003","3","0.05","0.79","0.75","0.19","25.8","1.2","0.9","2.9","31.9","1.5","7.6","0.008","0.006","0.038","93","7","4.6","67","2","0.15","1.4"
"Tolo Harbour and Channel","TM3","2021-04-23","1","Middle Water","0.5","0.002","2.5","0.04","0.83","0.81","0.13","24.8","1.3","1","2.9","32.5","<0.2","7.6","0.01","0.004","0.016","110","23","4.6","67","2.8","0.11","1"
"Tolo Harbour and Channel","TM3","2021-04-23","1","Bottom Water","0.9","<0.001","2.7","0.03","0.74","0.73","0.08","23.8","1.4","1.2","2.9","33","<0.2","7.5","0.013","<0.002","0.005","82","7","4.6","66","2.9","0.074","0.8"
"Tolo Harbour and Channel","TM3","2021-05-21","1","Surface Water","1","<0.001","4.8","N/A","N/A","N/A","0.04","28.8","1.3","0.21","2.7","32.9","1.1","7.5","0.006","<0.002","<0.002","37","<1","6.8","106","6.1","0.036","1.5"
"Tolo Harbour and Channel","TM3","2021-05-21","1","Middle Water","0.9","<0.001","2.8","N/A","N/A","N/A","0.04","28.4","1.5","0.23","2.7","33.1","1.3","7.5","0.007","<0.002","0.002","28","<1","4.7","73","6","0.034","1.6"
"Tolo Harbour and Channel","TM3","2021-05-21","1","Bottom Water","0.8","<0.001","3.1","N/A","N/A","N/A","0.04","26.9","1.9","0.25","2.7","33.6","2","7.4","0.007","<0.002","<0.002","16","<1","4.5","69","5.7","0.032","1.2"
"Tolo Harbour and Channel","TM3","2021-06-03","1","Surface Water","0.7","0.001","3.3","N/A","N/A","N/A","0.05","28.2","0.9","0.82","2.2","32.4","1.2","7.6","0.004","<0.002","<0.002","38","19","4.9","75","4.5","0.049","1.3"
"Tolo Harbour and Channel","TM3","2021-06-03","1","Middle Water","<0.5","<0.001","2.8","N/A","N/A","N/A","0.04","27.7","1.3","0.75","2.2","33","1.4","7.6","0.006","<0.002","<0.002","17","<1","5.2","80","2.8","0.037","1.4"
"Tolo Harbour and Channel","TM3","2021-06-03","1","Bottom Water","<0.5","<0.001","3.1","N/A","N/A","N/A","0.05","26.9","1.9","0.9","2.2","33.5","2.4","7.5","0.005","<0.002","0.002","24","9","5.3","80","2.8","0.045","0.9"
"Tolo Harbour and Channel","TM3","2021-07-16","1","Surface Water","0.9","0.001","3.4","N/A","N/A","N/A","0.07","32.1","1.4","0.42","2.8","31.7","1.1","7.5","0.002","<0.002","0.02","420","35","4.2","69","5.2","0.048","1.4"
"Tolo Harbour and Channel","TM3","2021-07-16","1","Middle Water","0.9","<0.001","2.6","N/A","N/A","N/A","0.04","32.2","2","0.32","2.8","32","1","7.5","0.002","<0.002","0.005","220","37","4.3","70","4","0.033","1.3"
"Tolo Harbour and Channel","TM3","2021-07-16","1","Bottom Water","0.5","<0.001","2.5","N/A","N/A","N/A","0.05","29.3","1.8","0.51","2.8","32.9","0.9","7.3","0.01","<0.002","0.003","110","14","4.5","70","3.7","0.044","0.8"
"Tolo Harbour and Channel","TM3","2021-08-20","1","Surface Water","2.9","<0.001","4.2","N/A","N/A","N/A","0.02","30.4","13","0.18","2.2","29.8","<0.2","7.6","<0.002","<0.002","<0.002","31","8","4.2","66","4.1","0.013","1.7"
